ItemAnonimo,Modelo,ReglaPrecio,ErrorMonetarioMAE_USD
ITEM_0648,Bootstrap,promedio_historico,181.8098
ITEM_0648,Bootstrap,promedio_movil_historico,217.8607
ITEM_0679,Croston,ultimo_precio_conocido,365.3709
ITEM_0679,Croston,promedio_historico,364.5157
ITEM_0679,Croston,promedio_movil_historico,365.1351
ITEM_0679,SBA,ultimo_precio_conocido,365.1933
ITEM_0679,SBA,promedio_historico,364.3809
ITEM_0679,SBA,promedio_movil_historico,364.9694
ITEM_0679,Bootstrap,ultimo_precio_conocido,364.2808
ITEM_0679,Bootstrap,promedio_historico,363.6882
ITEM_0679,Bootstrap,promedio_movil_historico,364.1174
ITEM_0749,Croston,ultimo_precio_conocido,46.2093
ITEM_0749,Croston,promedio_historico,41.0849
ITEM_0749,Croston,promedio_movil_historico,41.503
ITEM_0749,SBA,ultimo_precio_conocido,44.8907
ITEM_0749,SBA,promedio_historico,40.2768
ITEM_0749,SBA,promedio_movil_historico,40.4197
ITEM_0749,Bootstrap,ultimo_precio_conocido,61.4791
ITEM_0749,Bootstrap,promedio_historico,48.574
ITEM_0749,Bootstrap,promedio_movil_historico,49.627
ITEM_0914,Croston,ultimo_precio_conocido,76.3127
ITEM_0914,Croston,promedio_historico,73.1201
ITEM_0914,Croston,promedio_movil_historico,73.3875
ITEM_0914,SBA,ultimo_precio_conocido,77.2719
ITEM_0914,SBA,promedio_historico,74.239
ITEM_0914,SBA,promedio_movil_historico,74.4929
ITEM_0914,Bootstrap,ultimo_precio_conocido,77.3755
ITEM_0914,Bootstrap,promedio_historico,74.5281
ITEM_0914,Bootstrap,promedio_movil_historico,74.6123
ITEM_0918,Croston,ultimo_precio_conocido,329.8383
ITEM_0918,Croston,promedio_historico,326.2722
ITEM_0918,Croston,promedio_movil_historico,327.933
ITEM_0918,SBA,ultimo_precio_conocido,328.5958
ITEM_0918,SBA,promedio_historico,325.208
ITEM_0918,SBA,promedio_movil_historico,326.7858
ITEM_0918,Bootstrap,ultimo_precio_conocido,317.7288
ITEM_0918,Bootstrap,promedio_historico,300.6682
ITEM_0918,Bootstrap,promedio_movil_historico,307.2231
ITEM_1185,Croston,ultimo_precio_conocido,184.269
ITEM_1185,Croston,promedio_historico,183.9475
ITEM_1185,Croston,promedio_movil_historico,184.4903
ITEM_1185,SBA,ultimo_precio_conocido,184.1268
ITEM_1185,SBA,promedio_historico,183.8214
ITEM_1185,SBA,promedio_movil_historico,184.337
ITEM_1185,Bootstrap,ultimo_precio_conocido,185.5859
ITEM_1185,Bootstrap,promedio_historico,185.1155
ITEM_1185,Bootstrap,promedio_movil_historico,185.9096
ITEM_1204,Croston,ultimo_precio_conocido,125.5793
ITEM_1204,Croston,promedio_historico,114.7224
ITEM_1204,Croston,promedio_movil_historico,105.9623
ITEM_1204,SBA,ultimo_precio_conocido,119.3003
ITEM_1204,SBA,promedio_historico,108.9863
ITEM_1204,SBA,promedio_movil_historico,100.6642
ITEM_1204,Bootstrap,ultimo_precio_conocido,76.153
ITEM_1204,Bootstrap,promedio_historico,69.5692
ITEM_1204,Bootstrap,promedio_movil_historico,64.2569
ITEM_1333,Croston,ultimo_precio_conocido,481.0652
ITEM_1333,Croston,promedio_historico,233.7532
ITEM_1333,Croston,promedio_movil_historico,301.8861
ITEM_1333,SBA,ultimo_precio_conocido,457.012
ITEM_1333,SBA,promedio_historico,222.0655
ITEM_1333,SBA,promedio_movil_historico,286.7918
ITEM_1333,Bootstrap,ultimo_precio_conocido,281.7507
ITEM_1333,Bootstrap,promedio_historico,136.9048
ITEM_1333,Bootstrap,promedio_movil_historico,176.8089
ITEM_1385,Croston,ultimo_precio_conocido,75.926
ITEM_1385,Croston,promedio_historico,78.4527
ITEM_1385,Croston,promedio_movil_historico,72.8119
ITEM_1385,SBA,ultimo_precio_conocido,72.1297
ITEM_1385,SBA,promedio_historico,74.5301
ITEM_1385,SBA,promedio_movil_historico,69.1713
ITEM_1385,Bootstrap,ultimo_precio_conocido,87.2329
ITEM_1385,Bootstrap,promedio_historico,90.1358
ITEM_1385,Bootstrap,promedio_movil_historico,83.655
ITEM_1404,Croston,ultimo_precio_conocido,111.3623
ITEM_1404,Croston,promedio_historico,90.9502
ITEM_1404,Croston,promedio_movil_historico,96.0075
ITEM_1404,SBA,ultimo_precio_conocido,108.8357
ITEM_1404,SBA,promedio_historico,90.923
ITEM_1404,SBA,promedio_movil_historico,95.2795
ITEM_1404,Bootstrap,ultimo_precio_conocido,134.7776
ITEM_1404,Bootstrap,promedio_historico,91.2979
ITEM_1404,Bootstrap,promedio_movil_historico,102.8934
ITEM_1466,Croston,ultimo_precio_conocido,268.6039
ITEM_1466,Croston,promedio_historico,285.6621
ITEM_1466,Croston,promedio_movil_historico,256.3044
ITEM_1466,SBA,ultimo_precio_conocido,255.1737
ITEM_1466,SBA,promedio_historico,271.379
ITEM_1466,SBA,promedio_movil_historico,243.4891
ITEM_1466,Bootstrap,ultimo_precio_conocido,173.2241
ITEM_1466,Bootstrap,promedio_historico,184.225
ITEM_1466,Bootstrap,promedio_movil_historico,165.2921
ITEM_1528,Croston,ultimo_precio_conocido,163.7031
ITEM_1528,Croston,promedio_historico,148.1062
ITEM_1528,Croston,promedio_movil_historico,141.0808
ITEM_1528,SBA,ultimo_precio_conocido,157.5427
ITEM_1528,SBA,promedio_historico,142.7256
ITEM_1528,SBA,promedio_movil_historico,136.0515
ITEM_1528,Bootstrap,ultimo_precio_conocido,226.9357
ITEM_1528,Bootstrap,promedio_historico,203.3341
ITEM_1528,Bootstrap,promedio_movil_historico,192.7033
ITEM_1599,Croston,ultimo_precio_conocido,120.214
ITEM_1599,Croston,promedio_historico,121.0826
ITEM_1599,Croston,promedio_movil_historico,101.5498
ITEM_1599,SBA,ultimo_precio_conocido,114.2033
ITEM_1599,SBA,promedio_historico,115.0285
ITEM_1599,SBA,promedio_movil_historico,96.4723
ITEM_1599,Bootstrap,ultimo_precio_conocido,56.4069
ITEM_1599,Bootstrap,promedio_historico,56.8144
ITEM_1599,Bootstrap,promedio_movil_historico,47.6493
ITEM_1739,Croston,ultimo_precio_conocido,368.6011
ITEM_1739,Croston,promedio_historico,317.8382
ITEM_1739,Croston,promedio_movil_historico,368.6011
ITEM_1739,SBA,ultimo_precio_conocido,350.171
ITEM_1739,SBA,promedio_historico,301.9463
ITEM_1739,SBA,promedio_movil_historico,350.171
ITEM_1739,Bootstrap,ultimo_precio_conocido,341.4519
ITEM_1739,Bootstrap,promedio_historico,294.428
ITEM_1739,Bootstrap,promedio_movil_historico,341.4519
ITEM_1764,Croston,ultimo_precio_conocido,99.5542
ITEM_1764,Croston,promedio_historico,88.6899
ITEM_1764,Croston,promedio_movil_historico,99.1108
ITEM_1764,SBA,ultimo_precio_conocido,96.0592
ITEM_1764,SBA,promedio_historico,85.7382
ITEM_1764,SBA,promedio_movil_historico,95.638
ITEM_1764,Bootstrap,ultimo_precio_conocido,107.0556
ITEM_1764,Bootstrap,promedio_historico,95.0254
ITEM_1764,Bootstrap,promedio_movil_historico,106.5646
ITEM_1778,Croston,ultimo_precio_conocido,41.4268
ITEM_1778,Croston,promedio_historico,41.227
ITEM_1778,Croston,promedio_movil_historico,46.4891
ITEM_1778,SBA,ultimo_precio_conocido,39.3555
ITEM_1778,SBA,promedio_historico,39.1656
ITEM_1778,SBA,promedio_movil_historico,44.1646
ITEM_1778,Bootstrap,ultimo_precio_conocido,19.574
ITEM_1778,Bootstrap,promedio_historico,19.4796
ITEM_1778,Bootstrap,promedio_movil_historico,21.9659
ITEM_1919,Croston,ultimo_precio_conocido,140.1911
ITEM_1919,Croston,promedio_historico,110.8326
ITEM_1919,Croston,promedio_movil_historico,129.5739
ITEM_1919,SBA,ultimo_precio_conocido,133.1816
ITEM_1919,SBA,promedio_historico,105.2909
ITEM_1919,SBA,promedio_movil_historico,123.0952
ITEM_1919,Bootstrap,ultimo_precio_conocido,92.0221
ITEM_1919,Bootstrap,promedio_historico,72.751
ITEM_1919,Bootstrap,promedio_movil_historico,85.0529
ITEM_2045,Croston,ultimo_precio_conocido,7.9863
ITEM_2045,Croston,promedio_historico,11.1016
ITEM_2045,Croston,promedio_movil_historico,7.9183
ITEM_2045,SBA,ultimo_precio_conocido,7.712
ITEM_2045,SBA,promedio_historico,10.6715
ITEM_2045,SBA,promedio_movil_historico,7.6474
ITEM_2045,Bootstrap,ultimo_precio_conocido,7.9569
ITEM_2045,Bootstrap,promedio_historico,11.0554
ITEM_2045,Bootstrap,promedio_movil_historico,7.8892
ITEM_2105,Croston,ultimo_precio_conocido,209.8276
ITEM_2105,Croston,promedio_historico,173.1491
ITEM_2105,Croston,promedio_movil_historico,196.9965
ITEM_2105,SBA,ultimo_precio_conocido,199.3362
ITEM_2105,SBA,promedio_historico,164.4917
ITEM_2105,SBA,promedio_movil_historico,187.1467
ITEM_2105,Bootstrap,ultimo_precio_conocido,138.2238
ITEM_2105,Bootstrap,promedio_historico,114.0619
ITEM_2105,Bootstrap,promedio_movil_historico,129.7713
ITEM_2112,Croston,ultimo_precio_conocido,33.3987
ITEM_2112,Croston,promedio_historico,39.0392
ITEM_2112,Croston,promedio_movil_historico,40.7322
ITEM_2112,SBA,ultimo_precio_conocido,31.7287
ITEM_2112,SBA,promedio_historico,37.0872
ITEM_2112,SBA,promedio_movil_historico,38.6956
ITEM_2112,Bootstrap,ultimo_precio_conocido,21.1704
ITEM_2112,Bootstrap,promedio_historico,24.7458
ITEM_2112,Bootstrap,promedio_movil_historico,25.819
ITEM_2215,Croston,ultimo_precio_conocido,84.1349
ITEM_2215,Croston,promedio_historico,76.9457
ITEM_2215,Croston,promedio_movil_historico,87.5095
ITEM_2215,SBA,ultimo_precio_conocido,79.9282
ITEM_2215,SBA,promedio_historico,73.0984
ITEM_2215,SBA,promedio_movil_historico,83.134
ITEM_2215,Bootstrap,ultimo_precio_conocido,36.8348
ITEM_2215,Bootstrap,promedio_historico,33.6873
ITEM_2215,Bootstrap,promedio_movil_historico,38.3122
ITEM_2529,Croston,ultimo_precio_conocido,125.5155
ITEM_2529,Croston,promedio_historico,85.4065
ITEM_2529,Croston,promedio_movil_historico,117.4363
ITEM_2529,SBA,ultimo_precio_conocido,119.2397
ITEM_2529,SBA,promedio_historico,81.1362
ITEM_2529,SBA,promedio_movil_historico,111.5645
ITEM_2529,Bootstrap,ultimo_precio_conocido,68.8493
ITEM_2529,Bootstrap,promedio_historico,46.8482
ITEM_2529,Bootstrap,promedio_movil_historico,64.4177
ITEM_2598,Croston,ultimo_precio_conocido,13.6798
ITEM_2598,Croston,promedio_historico,13.2745
ITEM_2598,Croston,promedio_movil_historico,13.6119
ITEM_2598,SBA,ultimo_precio_conocido,13.3411
ITEM_2598,SBA,promedio_historico,12.9561
ITEM_2598,SBA,promedio_movil_historico,13.2767
ITEM_2598,Bootstrap,ultimo_precio_conocido,13.5337
ITEM_2598,Bootstrap,promedio_historico,13.1372
ITEM_2598,Bootstrap,promedio_movil_historico,13.4673
ITEM_2736,Croston,ultimo_precio_conocido,35.5267
ITEM_2736,Croston,promedio_historico,20.2717
ITEM_2736,Croston,promedio_movil_historico,33.0725
ITEM_2736,SBA,ultimo_precio_conocido,33.7504
ITEM_2736,SBA,promedio_historico,19.2581
ITEM_2736,SBA,promedio_movil_historico,31.4188
ITEM_2736,Bootstrap,ultimo_precio_conocido,18.3714
ITEM_2736,Bootstrap,promedio_historico,10.4828
ITEM_2736,Bootstrap,promedio_movil_historico,17.1023
ITEM_2745,Croston,ultimo_precio_conocido,38.8251
ITEM_2745,Croston,promedio_historico,52.6661
ITEM_2745,Croston,promedio_movil_historico,42.1646
ITEM_2745,SBA,ultimo_precio_conocido,36.8838
ITEM_2745,SBA,promedio_historico,50.0328
ITEM_2745,SBA,promedio_movil_historico,40.0564
ITEM_2745,Bootstrap,ultimo_precio_conocido,21.8543
ITEM_2745,Bootstrap,promedio_historico,29.6453
ITEM_2745,Bootstrap,promedio_movil_historico,23.7341
ITEM_2794,Croston,ultimo_precio_conocido,30.2631
ITEM_2794,Croston,promedio_historico,30.277
ITEM_2794,Croston,promedio_movil_historico,30.2681
ITEM_2794,SBA,ultimo_precio_conocido,30.0936
ITEM_2794,SBA,promedio_historico,30.1069
ITEM_2794,SBA,promedio_movil_historico,30.0983
ITEM_2794,Bootstrap,ultimo_precio_conocido,30.0099
ITEM_2794,Bootstrap,promedio_historico,30.0229
ITEM_2794,Bootstrap,promedio_movil_historico,30.0146
ITEM_2827,Croston,ultimo_precio_conocido,37.6678
ITEM_2827,Croston,promedio_historico,30.536
ITEM_2827,Croston,promedio_movil_historico,35.46
ITEM_2827,SBA,ultimo_precio_conocido,35.7844
ITEM_2827,SBA,promedio_historico,29.0092
ITEM_2827,SBA,promedio_movil_historico,33.687
ITEM_2827,Bootstrap,ultimo_precio_conocido,24.3594
ITEM_2827,Bootstrap,promedio_historico,19.7473
ITEM_2827,Bootstrap,promedio_movil_historico,22.9316
ITEM_2845,Croston,ultimo_precio_conocido,43.7787
ITEM_2845,Croston,promedio_historico,43.0955
ITEM_2845,Croston,promedio_movil_historico,42.9565
ITEM_2845,SBA,ultimo_precio_conocido,42.7487
ITEM_2845,SBA,promedio_historico,42.0996
ITEM_2845,SBA,promedio_movil_historico,41.9676
ITEM_2845,Bootstrap,ultimo_precio_conocido,51.2077
ITEM_2845,Bootstrap,promedio_historico,49.3944
ITEM_2845,Bootstrap,promedio_movil_historico,49.0256
ITEM_2855,Croston,ultimo_precio_conocido,60.3271
ITEM_2855,Croston,promedio_historico,24.0156
ITEM_2855,Croston,promedio_movil_historico,37.1917
ITEM_2855,SBA,ultimo_precio_conocido,57.3108
ITEM_2855,SBA,promedio_historico,22.8149
ITEM_2855,SBA,promedio_movil_historico,35.3321
ITEM_2855,Bootstrap,ultimo_precio_conocido,37.1914
ITEM_2855,Bootstrap,promedio_historico,14.8055
ITEM_2855,Bootstrap,promedio_movil_historico,22.9285
ITEM_2899,Croston,ultimo_precio_conocido,22.0748
ITEM_2899,Croston,promedio_historico,22.9511
ITEM_2899,Croston,promedio_movil_historico,23.0485
ITEM_2899,SBA,ultimo_precio_conocido,20.9711
ITEM_2899,SBA,promedio_historico,21.8036
ITEM_2899,SBA,promedio_movil_historico,21.8961
ITEM_2899,Bootstrap,ultimo_precio_conocido,17.5652
ITEM_2899,Bootstrap,promedio_historico,18.2625
ITEM_2899,Bootstrap,promedio_movil_historico,18.34
ITEM_2932,Croston,ultimo_precio_conocido,8.9666
ITEM_2932,Croston,promedio_historico,8.8206
ITEM_2932,Croston,promedio_movil_historico,9.5843
ITEM_2932,SBA,ultimo_precio_conocido,8.5183
ITEM_2932,SBA,promedio_historico,8.3796
ITEM_2932,SBA,promedio_movil_historico,9.1051
ITEM_2932,Bootstrap,ultimo_precio_conocido,11.7363
ITEM_2932,Bootstrap,promedio_historico,11.5452
ITEM_2932,Bootstrap,promedio_movil_historico,12.5448
ITEM_3053,Croston,ultimo_precio_conocido,84.8888
ITEM_3053,Croston,promedio_historico,41.2997
ITEM_3053,Croston,promedio_movil_historico,56.1159
ITEM_3053,SBA,ultimo_precio_conocido,80.6443
ITEM_3053,SBA,promedio_historico,39.2347
ITEM_3053,SBA,promedio_movil_historico,53.3101
ITEM_3053,Bootstrap,ultimo_precio_conocido,46.6563
ITEM_3053,Bootstrap,promedio_historico,22.699
ITEM_3053,Bootstrap,promedio_movil_historico,30.8422
ITEM_3125,Croston,ultimo_precio_conocido,18.3754
ITEM_3125,Croston,promedio_historico,18.0637
ITEM_3125,Croston,promedio_movil_historico,18.3815
ITEM_3125,SBA,ultimo_precio_conocido,17.4566
ITEM_3125,SBA,promedio_historico,17.1605
ITEM_3125,SBA,promedio_movil_historico,17.4624
ITEM_3125,Bootstrap,ultimo_precio_conocido,8.3187
ITEM_3125,Bootstrap,promedio_historico,8.1776
ITEM_3125,Bootstrap,promedio_movil_historico,8.3215
ITEM_3126,Croston,ultimo_precio_conocido,23.6851
ITEM_3126,Croston,promedio_historico,27.6006
ITEM_3126,Croston,promedio_movil_historico,25.8688
ITEM_3126,SBA,ultimo_precio_conocido,22.5008
ITEM_3126,SBA,promedio_historico,26.2205
ITEM_3126,SBA,promedio_movil_historico,24.5753
ITEM_3126,Bootstrap,ultimo_precio_conocido,13.5599
ITEM_3126,Bootstrap,promedio_historico,15.8016
ITEM_3126,Bootstrap,promedio_movil_historico,14.8101
ITEM_3147,Croston,ultimo_precio_conocido,25.0804
ITEM_3147,Croston,promedio_historico,26.0241
ITEM_3147,Croston,promedio_movil_historico,25.1425
ITEM_3147,SBA,ultimo_precio_conocido,24.7313
ITEM_3147,SBA,promedio_historico,25.6278
ITEM_3147,SBA,promedio_movil_historico,24.7902
ITEM_3147,Bootstrap,ultimo_precio_conocido,24.9843
ITEM_3147,Bootstrap,promedio_historico,25.915
ITEM_3147,Bootstrap,promedio_movil_historico,25.0455
ITEM_3168,Croston,ultimo_precio_conocido,32.6341
ITEM_3168,Croston,promedio_historico,36.6236
ITEM_3168,Croston,promedio_movil_historico,32.0391
ITEM_3168,SBA,ultimo_precio_conocido,31.0024
ITEM_3168,SBA,promedio_historico,34.7924
ITEM_3168,SBA,promedio_movil_historico,30.4371
ITEM_3168,Bootstrap,ultimo_precio_conocido,17.0651
ITEM_3168,Bootstrap,promedio_historico,19.1513
ITEM_3168,Bootstrap,promedio_movil_historico,16.7539
ITEM_3201,Croston,ultimo_precio_conocido,3.7489
ITEM_3201,Croston,promedio_historico,6.6917
ITEM_3201,Croston,promedio_movil_historico,4.0224
ITEM_3201,SBA,ultimo_precio_conocido,3.5615
ITEM_3201,SBA,promedio_historico,6.3571
ITEM_3201,SBA,promedio_movil_historico,3.8213
ITEM_3201,Bootstrap,ultimo_precio_conocido,2.1475
ITEM_3201,Bootstrap,promedio_historico,3.8332
ITEM_3201,Bootstrap,promedio_movil_historico,2.3042
ITEM_3220,Croston,ultimo_precio_conocido,29.0902
ITEM_3220,Croston,promedio_historico,32.7796
ITEM_3220,Croston,promedio_movil_historico,28.858
ITEM_3220,SBA,ultimo_precio_conocido,27.6357
ITEM_3220,SBA,promedio_historico,31.1406
ITEM_3220,SBA,promedio_movil_historico,27.4151
ITEM_3220,Bootstrap,ultimo_precio_conocido,17.3223
ITEM_3220,Bootstrap,promedio_historico,19.5192
ITEM_3220,Bootstrap,promedio_movil_historico,17.184
ITEM_3247,Croston,ultimo_precio_conocido,9.8793
ITEM_3247,Croston,promedio_historico,13.3112
ITEM_3247,Croston,promedio_movil_historico,10.977
ITEM_3247,SBA,ultimo_precio_conocido,9.3853
ITEM_3247,SBA,promedio_historico,12.6456
ITEM_3247,SBA,promedio_movil_historico,10.4282
ITEM_3247,Bootstrap,ultimo_precio_conocido,5.7785
ITEM_3247,Bootstrap,promedio_historico,7.7859
ITEM_3247,Bootstrap,promedio_movil_historico,6.4206
ITEM_3297,Croston,ultimo_precio_conocido,25.8343
ITEM_3297,Croston,promedio_historico,29.0488
ITEM_3297,Croston,promedio_movil_historico,24.9701
ITEM_3297,SBA,ultimo_precio_conocido,24.5426
ITEM_3297,SBA,promedio_historico,27.5964
ITEM_3297,SBA,promedio_movil_historico,23.7216
ITEM_3297,Bootstrap,ultimo_precio_conocido,10.7887
ITEM_3297,Bootstrap,promedio_historico,12.1312
ITEM_3297,Bootstrap,promedio_movil_historico,10.4279
ITEM_3339,Croston,ultimo_precio_conocido,24.3593
ITEM_3339,Croston,promedio_historico,21.0309
ITEM_3339,Croston,promedio_movil_historico,24.3973
ITEM_3339,SBA,ultimo_precio_conocido,23.1413
ITEM_3339,SBA,promedio_historico,19.9794
ITEM_3339,SBA,promedio_movil_historico,23.1774
ITEM_3339,Bootstrap,ultimo_precio_conocido,14.023
ITEM_3339,Bootstrap,promedio_historico,12.1069
ITEM_3339,Bootstrap,promedio_movil_historico,14.0448
ITEM_3380,Croston,ultimo_precio_conocido,19.4905
ITEM_3380,Croston,promedio_historico,18.5025
ITEM_3380,Croston,promedio_movil_historico,16.1608
ITEM_3380,SBA,ultimo_precio_conocido,18.5159
ITEM_3380,SBA,promedio_historico,17.5773
ITEM_3380,SBA,promedio_movil_historico,15.3528
ITEM_3380,Bootstrap,ultimo_precio_conocido,13.0654
ITEM_3380,Bootstrap,promedio_historico,12.4031
ITEM_3380,Bootstrap,promedio_movil_historico,10.8334
ITEM_3466,Croston,ultimo_precio_conocido,11.2336
ITEM_3466,Croston,promedio_historico,12.0743
ITEM_3466,Croston,promedio_movil_historico,12.4818
ITEM_3466,SBA,ultimo_precio_conocido,10.6719
ITEM_3466,SBA,promedio_historico,11.4706
ITEM_3466,SBA,promedio_movil_historico,11.8577
ITEM_3466,Bootstrap,ultimo_precio_conocido,5.5357
ITEM_3466,Bootstrap,promedio_historico,5.95
ITEM_3466,Bootstrap,promedio_movil_historico,6.1507
ITEM_3543,Croston,ultimo_precio_conocido,12.9077
ITEM_3543,Croston,promedio_historico,12.9483
ITEM_3543,Croston,promedio_movil_historico,12.0486
ITEM_3543,SBA,ultimo_precio_conocido,12.7983
ITEM_3543,SBA,promedio_historico,12.8369
ITEM_3543,SBA,promedio_movil_historico,11.9822
ITEM_3543,Bootstrap,ultimo_precio_conocido,13.0706
ITEM_3543,Bootstrap,promedio_historico,13.1143
ITEM_3543,Bootstrap,promedio_movil_historico,12.1476
ITEM_3649,Croston,ultimo_precio_conocido,13.1216
ITEM_3649,Croston,promedio_historico,13.3041
ITEM_3649,Croston,promedio_movil_historico,13.2096
ITEM_3649,SBA,ultimo_precio_conocido,13.2154
ITEM_3649,SBA,promedio_historico,13.3888
ITEM_3649,SBA,promedio_movil_historico,13.299
ITEM_3649,Bootstrap,ultimo_precio_conocido,12.8015
ITEM_3649,Bootstrap,promedio_historico,12.8492
ITEM_3649,Bootstrap,promedio_movil_historico,12.807
ITEM_3741,Croston,ultimo_precio_conocido,5.6163
ITEM_3741,Croston,promedio_historico,6.5198
ITEM_3741,Croston,promedio_movil_historico,5.7153
ITEM_3741,SBA,ultimo_precio_conocido,5.2706
ITEM_3741,SBA,promedio_historico,6.1289
ITEM_3741,SBA,promedio_movil_historico,5.3646
ITEM_3741,Bootstrap,ultimo_precio_conocido,6.9472
ITEM_3741,Bootstrap,promedio_historico,8.0246
ITEM_3741,Bootstrap,promedio_movil_historico,7.0651
ITEM_3817,Croston,ultimo_precio_conocido,15.0013
ITEM_3817,Croston,promedio_historico,13.3165
ITEM_3817,Croston,promedio_movil_historico,15.2059
ITEM_3817,SBA,ultimo_precio_conocido,14.2512
ITEM_3817,SBA,promedio_historico,12.6507
ITEM_3817,SBA,promedio_movil_historico,14.4456
ITEM_3817,Bootstrap,ultimo_precio_conocido,9.6125
ITEM_3817,Bootstrap,promedio_historico,8.5329
ITEM_3817,Bootstrap,promedio_movil_historico,9.7436
ITEM_3825,Croston,ultimo_precio_conocido,6.0642
ITEM_3825,Croston,promedio_historico,7.5276
ITEM_3825,Croston,promedio_movil_historico,5.081
ITEM_3825,SBA,ultimo_precio_conocido,5.761
ITEM_3825,SBA,promedio_historico,7.1512
ITEM_3825,SBA,promedio_movil_historico,4.827
ITEM_3825,Bootstrap,ultimo_precio_conocido,3.8278
ITEM_3825,Bootstrap,promedio_historico,4.7515
ITEM_3825,Bootstrap,promedio_movil_historico,3.2072
ITEM_3842,Croston,ultimo_precio_conocido,7.2101
ITEM_3842,Croston,promedio_historico,6.7653
ITEM_3842,Croston,promedio_movil_historico,7.5874
ITEM_3842,SBA,ultimo_precio_conocido,6.8496
ITEM_3842,SBA,promedio_historico,6.427
ITEM_3842,SBA,promedio_movil_historico,7.208
ITEM_3842,Bootstrap,ultimo_precio_conocido,5.1646
ITEM_3842,Bootstrap,promedio_historico,4.846
