Mes,ItemAnonimo,ItemCode,CantidadMensual,CostoMensualUSD,PrecioUnitarioPonderado,NumeroMovimientos,NumeroNaves,IndicadorDemandaPositiva
2023-07,ITEM_0037,P007269,12.0,18736.2,1487.0,1,1,1
2023-05,ITEM_0038,P005871,7.0,18550.0,2650.0,1,1,1
2021-10,ITEM_0039,P005282,6.0,32190.0,5365.0,2,1,1
2023-06,ITEM_0040,P007706,12.0,18080.85,1369.761667,1,1,1
2023-04,ITEM_0042,P007375,1.0,17370.41,17370.41,1,1,1
2023-06,ITEM_0043,P007703,12.0,17315.25,1311.761667,1,1,1
2022-11,ITEM_0044,P003175,7.0,17047.03,2435.29,1,1,1
2021-08,ITEM_0047,P004908,4.0,30222.0,6900.0,2,1,1
2021-03,ITEM_0049,PS00013,1.0,24.0,24.0,1,1,1
2021-04,ITEM_0049,PS00013,2.0,998.07,499.035,2,2,1
2021-07,ITEM_0049,PS00013,4.0,9897.23,2474.3075,4,1,1
2021-09,ITEM_0049,PS00013,5.0,3813.87,762.774,5,2,1
2021-10,ITEM_0049,PS00013,1.0,985.6,985.6,1,1,1
2021-11,ITEM_0049,PS00013,15.0,17796.359999999997,1186.4239999999998,15,3,1
2021-12,ITEM_0049,PS00013,3.0,2556.0,852.0,3,2,1
2022-01,ITEM_0049,PS00013,1.0,225.28,225.28,1,1,1
2022-02,ITEM_0049,PS00013,2.0,1941.0,970.5,2,1,1
2022-03,ITEM_0049,PS00013,7.0,2016.6999999999998,288.09999999999997,7,3,1
2022-04,ITEM_0049,PS00013,3.0,663.5,221.16666666666666,3,2,1
2022-06,ITEM_0049,PS00013,1.0,1200.0,1200.0,1,1,1
2022-07,ITEM_0049,PS00013,7.0,7223.740000000001,1031.9628571428573,7,2,1
2022-09,ITEM_0049,PS00013,1.0,93.999999,93.999999,1,1,1
2022-10,ITEM_0049,PS00013,1.0,1632.0,1632.0,1,1,1
2022-11,ITEM_0049,PS00013,1.0,7992.5,7992.5,1,1,1
2022-12,ITEM_0049,PS00013,1.0,64.0,64.0,1,1,1
2023-01,ITEM_0049,PS00013,2.0,3126.0,1563.0,2,2,1
2023-03,ITEM_0049,PS00013,2.0,16850.0,8425.0,2,1,1
2023-04,ITEM_0049,PS00013,1.0,1710.0,1710.0,1,1,1
2023-05,ITEM_0049,PS00013,1.0,3110.41,3110.41,1,1,1
2023-06,ITEM_0049,PS00013,5.0,15486.220000000001,3097.244,5,2,1
2023-07,ITEM_0049,PS00013,3.0,4071.3,1357.1000000000001,3,3,1
2023-08,ITEM_0049,PS00013,6.0,7708.13,1284.6883333333333,6,3,1
2023-09,ITEM_0049,PS00013,8.0,24769.189993,3096.148749125,8,3,1
2023-10,ITEM_0049,PS00013,8.0,16878.650013,2109.831251625,8,2,1
2023-11,ITEM_0049,PS00013,6.0,12242.14,2040.3566666666666,6,4,1
2023-12,ITEM_0049,PS00013,5.0,18220.0,3644.0,5,3,1
2025-05,ITEM_0050,305531,2.0,15180.0,,1,1,1
2023-01,ITEM_0053,P005866,10.0,14926.5,1492.65,1,1,1
2023-11,ITEM_0055,P006619,1.0,14600.0,14600.0,1,1,1
2021-09,ITEM_0058,P000346,6.0,14370.0,2395.0,1,1,1
2023-04,ITEM_0059,P007360,1.0,14051.0,14051.0,1,1,1
2021-01,ITEM_0061,P005458,2.0,13800.0,6900.0,1,1,1
2022-06,ITEM_0061,P005458,2.0,13800.0,6900.0,1,1,1
2021-07,ITEM_0062,P003602,1.0,13500.0,13500.0,1,1,1
2025-08,ITEM_0063,306222,6.0,13446.8,,1,1,1
2025-02,ITEM_0064,304763,2.0,13320.27,,1,1,1
2025-03,ITEM_0064,304763,2.0,13320.27,,1,1,1
2025-05,ITEM_0065,400074,8.0,785.01,,2,2,1
2025-07,ITEM_0065,400074,8.0,13250.0,,1,1,1
2025-08,ITEM_0065,400074,2.0,59.92,,1,1,1
2025-08,ITEM_0067,305579,7.0,12991.84,,1,1,1
2021-04,ITEM_0068,PS00008,1.0,770.0,770.0,1,1,1
2021-05,ITEM_0068,PS00008,1.0,7191.64,7191.64,1,1,1
2021-06,ITEM_0068,PS00008,1.0,1015.0,1015.0,1,1,1
2021-09,ITEM_0068,PS00008,1.0,1236.89,1236.89,1,1,1
2021-11,ITEM_0068,PS00008,1.0,800.0,800.0,1,1,1
2022-05,ITEM_0068,PS00008,1.0,1050.0,1050.0,1,1,1
2023-04,ITEM_0068,PS00008,1.0,2063.0,2063.0,1,1,1
2023-07,ITEM_0068,PS00008,1.0,12600.0,12600.0,1,1,1
2023-09,ITEM_0068,PS00008,2.0,9444.96,4722.48,2,2,1
2021-02,ITEM_0069,P001930,10.0,20540.525,2054.0525,2,2,1
2021-04,ITEM_0069,P001930,4.0,8123.035,2030.75875,2,1,1
2022-04,ITEM_0069,P001930,2.0,3730.32,1865.16,1,1,1
2021-01,ITEM_0070,P005460,2.0,12200.0,6100.0,1,1,1
2024-01,ITEM_0071,303199,6.0,12165.06,,1,1,1
2021-03,ITEM_0074,P004652,11.0,1320.0,120.0,5,5,1
2021-11,ITEM_0074,P004652,10.0,1200.0,120.0,3,3,1
2023-08,ITEM_0074,P004652,15.0,1800.0,120.0,3,3,1
2025-09,ITEM_0074,P004652,7.0,11589.0,,1,1,1
2025-11,ITEM_0074,P004652,4.0,1615.7,,1,1,1
2023-04,ITEM_0075,P005906,1.0,11400.0,11400.0,1,1,1
2022-11,ITEM_0076,P003809,6.0,11223.54,1870.59,1,1,1
2023-07,ITEM_0076,P003809,1.0,152.047,142.1,1,1,1
2023-10,ITEM_0076,P003809,1.0,159.15,159.15,1,1,1
2023-11,ITEM_0076,P003809,1.0,39.25,39.25,1,1,1
2024-06,ITEM_0077,304444,10.0,11211.74,,1,1,1
2024-06,ITEM_0078,302541,4.0,11116.87,,1,1,1
2023-07,ITEM_0081,P007263,2.0,10976.7,5227.0,1,1,1
2021-03,ITEM_0082,P002507,6.0,10635.0,1772.5,1,1,1
2023-02,ITEM_0082,P002507,12.0,350.43,29.2025,1,1,1
2023-05,ITEM_0082,P002507,20.0,82.0,4.1,1,1,1
2023-08,ITEM_0082,P002507,20.0,190.0,9.5,1,1,1
2021-02,ITEM_0083,P002382,6.0,259.08,43.18,1,1,1
2021-06,ITEM_0083,P002382,2.0,932.93333,466.466665,1,1,1
2022-08,ITEM_0083,P002382,8.0,4803.28,600.41,1,1,1
2022-09,ITEM_0083,P002382,2.0,1219.7,609.85,1,1,1
2022-10,ITEM_0083,P002382,17.0,10376.8,610.4,1,1,1
2022-11,ITEM_0083,P002382,11.0,6704.43998,609.4945434545455,2,2,1
2023-01,ITEM_0083,P002382,4.0,2441.6,610.4,1,1,1
2023-03,ITEM_0083,P002382,7.0,4272.8,610.4,1,1,1
2023-05,ITEM_0083,P002382,6.0,3662.4,610.4,1,1,1
2023-07,ITEM_0083,P002382,6.0,3662.4,610.4,2,2,1
2023-08,ITEM_0083,P002382,2.0,1225.6,612.8,1,1,1
2023-09,ITEM_0083,P002382,22.0,13418.0,609.9090909090909,2,2,1
2023-10,ITEM_0083,P002382,4.0,2200.0,550.0,1,1,1
2025-07,ITEM_0084,306777,1.0,10000.0,,1,1,1
2024-07,ITEM_0085,304570,54.0,9985.68,,1,1,1
2023-03,ITEM_0086,P005905,1.0,9900.0,9900.0,1,1,1
2024-05,ITEM_0087,303242,1.0,9879.16,,1,1,1
2022-01,ITEM_0088,P002875,2.0,9700.0,4850.0,1,1,1
2023-03,ITEM_0088,P002875,1.0,5100.0,5100.0,1,1,1
2023-03,ITEM_0089,P007292,12.0,9610.2,800.85,1,1,1
2023-05,ITEM_0089,P007292,12.0,9610.2,800.85,1,1,1
2022-11,ITEM_0090,P006691,6.0,9600.0,1600.0,1,1,1
2021-09,ITEM_0092,P003977,7.0,4350.57,621.51,1,1,1
2021-12,ITEM_0092,P003977,8.0,5170.24,646.28,2,2,1
2022-02,ITEM_0092,P003977,13.0,8787.36,675.9507692307691,3,3,1
2022-04,ITEM_0092,P003977,3.0,2017.63,672.544,1,1,1
2022-08,ITEM_0092,P003977,19.0,13761.309999999998,724.2794736842104,4,4,1
2023-07,ITEM_0092,P003977,12.0,9457.44,788.12,1,1,1
2023-09,ITEM_0092,P003977,4.0,3176.76,794.189509,1,1,1
2022-03,ITEM_0093,P005335,2.0,9400.0,4700.0,1,1,1
2023-04,ITEM_0094,P007378,1.0,9338.34,9338.34,1,1,1
2021-03,ITEM_0095,P004424,4.0,1695.8,423.95,1,1,1
2021-06,ITEM_0095,P004424,2.0,9295.574284,4647.787142,1,1,1
2021-07,ITEM_0095,P004424,6.0,2543.7,423.95,1,1,1
2021-11,ITEM_0095,P004424,12.0,5087.4,423.95,2,1,1
2022-07,ITEM_0095,P004424,3.0,1271.85,423.95,1,1,1
2023-04,ITEM_0095,P004424,6.0,2670.9,445.1499999999999,1,1,1
2022-01,ITEM_0096,P005334,2.0,9200.0,4600.0,1,1,1
2022-05,ITEM_0097,P005300,20.0,3800.0,190.0,1,1,1
2023-05,ITEM_0097,P005300,48.0,9120.0,190.0,1,1,1
2023-08,ITEM_0097,P005300,54.0,8014.14,148.41,1,1,1
2022-01,ITEM_0098,P005338,4.0,9008.0,2252.0,1,1,1
2024-07,ITEM_0099,304284,12.0,43.76,,1,1,1
2025-07,ITEM_0099,304284,20.0,8802.76,,1,1,1
2023-09,ITEM_0100,P006349,4.0,8736.0,2184.0,1,1,1
2024-05,ITEM_0101,302842,1.0,8725.38,,1,1,1
2024-04,ITEM_0102,400101,220.0,17148.89,,2,1,1
2024-08,ITEM_0102,400101,80.0,6557.18,,2,1,1
2025-05,ITEM_0103,305532,2.0,8580.0,,1,1,1
2021-01,ITEM_0105,P003936,20.0,7334.4,350.022,3,1,1
2021-07,ITEM_0105,P003936,28.0,11881.6893,409.19068928571426,3,1,1
2022-06,ITEM_0106,P004819,3.0,8441.55,2535.0,1,1,1
2024-05,ITEM_0107,303241,1.0,8398.53,,1,1,1
2023-06,ITEM_0108,P007707,8.0,8378.85,952.1425,1,1,1
2022-11,ITEM_0109,P006680,1.0,8223.53,8223.53,1,1,1
2025-01,ITEM_0110,305339,1.0,8217.0,,1,1,1
2022-03,ITEM_0112,P006444,6.0,490.5,81.75,1,1,1
2022-11,ITEM_0112,P006444,8.0,892.08,111.51,1,1,1
2023-09,ITEM_0112,P006444,5.0,580.0,116.0,1,1,1
2023-10,ITEM_0112,P006444,1.0,7980.0,7980.0,1,1,1
2025-11,ITEM_0113,307025,1.0,7963.83,,1,1,1
2021-07,ITEM_0114,P003604,1.0,7950.0,7950.0,1,1,1
2023-11,ITEM_0116,P006618,1.0,7860.0,7860.0,1,1,1
2021-01,ITEM_0118,P005459,2.0,7800.0,3900.0,1,1,1
2022-06,ITEM_0118,P005459,2.0,7800.0,3900.0,1,1,1
2024-06,ITEM_0119,302542,14.0,7687.5,,1,1,1
2022-06,ITEM_0120,P005534,1.0,7644.0,7644.0,1,1,1
2023-05,ITEM_0122,P005966,2.0,7578.78,3789.39,1,1,1
2021-05,ITEM_0123,P004264,1.0,7541.42,7541.42,1,1,1
2021-02,ITEM_0124,PS00001,1.0,620.0,620.0,1,1,1
2021-03,ITEM_0124,PS00001,10.0,6160.0,616.0,10,7,1
2021-04,ITEM_0124,PS00001,10.0,4963.4400000000005,496.34400000000005,10,4,1
2021-05,ITEM_0124,PS00001,5.0,4260.08,852.016,5,3,1
2021-06,ITEM_0124,PS00001,6.0,7992.96,1332.16,6,4,1
2021-07,ITEM_0124,PS00001,8.0,4678.610000000001,584.8262500000001,8,4,1
2021-08,ITEM_0124,PS00001,17.0,20208.260000000002,1188.7211764705883,17,6,1
2021-09,ITEM_0124,PS00001,2.0,3960.0,1980.0,2,2,1
2021-10,ITEM_0124,PS00001,6.0,3751.87,625.3116666666666,6,3,1
2021-11,ITEM_0124,PS00001,1.0,240.0,240.0,1,1,1
2021-12,ITEM_0124,PS00001,2.0,2222.0,1111.0,2,2,1
2022-02,ITEM_0124,PS00001,4.0,1590.0,397.5,4,2,1
2022-03,ITEM_0124,PS00001,20.0,20691.03,1034.5515,20,9,1
2022-04,ITEM_0124,PS00001,12.0,5914.05,492.83750000000003,12,6,1
2022-05,ITEM_0124,PS00001,8.0,5750.0,718.75,8,5,1
2022-06,ITEM_0124,PS00001,7.0,14918.0,2131.1428571428573,7,5,1
2022-07,ITEM_0124,PS00001,14.0,10959.970000000001,782.8550000000001,14,4,1
2023-02,ITEM_0124,PS00001,1.0,650.0,650.0,1,1,1
2023-05,ITEM_0124,PS00001,1.0,300.0,300.0,1,1,1
2023-06,ITEM_0124,PS00001,3.0,3350.0,1116.6666666666667,3,2,1
2023-08,ITEM_0124,PS00001,1.0,450.0,450.0,1,1,1
2023-09,ITEM_0124,PS00001,7.0,6070.800004,867.2571434285713,7,3,1
2023-10,ITEM_0124,PS00001,99.0,19260.419998,194.54969694949497,42,3,1
2023-11,ITEM_0124,PS00001,3.0,6782.0,2260.6666666666665,3,1,1
2023-12,ITEM_0124,PS00001,3.0,545.0,181.66666666666666,3,3,1
2021-04,ITEM_0128,P005141,1.0,7387.36,7387.36,1,1,1
2021-04,ITEM_0132,P002380,13.0,462.67,35.59,1,1,1
2021-05,ITEM_0132,P002380,2.0,94.78,47.39,1,1,1
2021-10,ITEM_0132,P002380,4.0,142.36,35.59,1,1,1
2022-02,ITEM_0132,P002380,7.0,270.07,38.58142857142858,3,3,1
2022-05,ITEM_0132,P002380,5.0,238.95,47.79,2,2,1
2023-02,ITEM_0132,P002380,5.0,299.15,59.83,1,1,1
2023-06,ITEM_0132,P002380,5.0,299.15,59.83,1,1,1
2025-01,ITEM_0132,P002380,3.0,1732.59,,1,1,1
2025-02,ITEM_0132,P002380,2.0,1152.68,,2,2,1
2025-03,ITEM_0132,P002380,2.0,1172.15,,2,2,1
2025-05,ITEM_0132,P002380,4.0,2305.86,,2,2,1
2025-06,ITEM_0132,P002380,5.0,1826.5900000000001,,3,3,1
2025-07,ITEM_0132,P002380,10.0,5985.299999999999,,2,1,1
2025-09,ITEM_0132,P002380,5.0,8879.019999999999,,3,3,1
2023-08,ITEM_0134,P002842,16.0,9772.14,610.75875,2,1,1
2024-07,ITEM_0138,302625,2.0,7034.81,,1,1,1
2024-04,ITEM_0141,304288,20.0,112.0,,1,1,1
2024-08,ITEM_0141,304288,20.0,154.0,,1,1,1
2025-06,ITEM_0141,304288,2.0,6669.06,,1,1,1
2023-11,ITEM_0142,P008184,2.0,6651.38,3051.09,1,1,1
2025-08,ITEM_0146,306694,1.0,6431.19,,1,1,1
2021-04,ITEM_0147,P005140,1.0,6377.46,6377.46,1,1,1
2024-07,ITEM_0148,302504,2.0,6352.5,,1,1,1
