FechaCont,ProveedorAnonimo,ItemAnonimo,ItemCode,Quantity,PrecioUnitario,SubTotal,NaveAnonima,Tipo,ParteTecnica,CostoCalculado,ClasificacionDiferenciaMonetaria,EsItemElegibleIndividual
2025-06-01,PROV_045,ITEM_0000,PS00006,1.0,,18392.0,NAVE_001,BUQUE,SERVICIOS DE MANTENIMIENTO,,No evaluable,True
2021-10-18,PROV_046,ITEM_0039,P005282,3.0,6115.0,18345.0,NAVE_007,BUQUE,FERRETERIA,18345.0,Coincidencia exacta,True
2024-09-11,PROV_047,ITEM_0000,PS00006,1.0,,18330.31,NAVE_002,BUQUE,SERVICIOS DE MANTENIMIENTO,,No evaluable,True
2025-08-01,PROV_048,ITEM_0000,PS00006,1.0,,18287.5,NAVE_012,BUQUE,SERVICIOS DE MANTENIMIENTO,,No evaluable,True
2022-01-14,PROV_009,ITEM_0000,PS00006,1.0,18113.59,18113.59,NAVE_004,REMOLCADOR,SERVICIOS DE MANTENIMIENTO,18113.59,Coincidencia exacta,True
2023-06-26,PROV_004,ITEM_0040,P007706,12.0,1369.761667,18080.85,NAVE_005,REMOLCADOR,REPUESTOS MECANICOS,16437.140004,Diferencia material,True
2024-05-13,PROV_049,ITEM_0000,PS00006,1.0,,18056.42,NAVE_008,BUQUE,SERVICIOS DE MANTENIMIENTO,,No evaluable,True
2025-01-01,PROV_045,ITEM_0000,PS00006,1.0,,17988.48,NAVE_008,BUQUE,SERVICIOS DE MANTENIMIENTO,,No evaluable,True
2024-08-07,PROV_050,ITEM_0000,PS00006,1.0,,17871.0,NAVE_002,BUQUE,SERVICIOS DE MANTENIMIENTO,,No evaluable,True
2023-10-31,PROV_022,ITEM_0041,P005725,6.0,2942.03,17652.18,NAVE_007,BUQUE,FERRETERIA,17652.18,Coincidencia exacta,False
2023-04-03,PROV_051,ITEM_0042,P007375,1.0,17370.41,17370.41,NAVE_011,BUQUE,REPUESTOS MECANICOS,17370.41,Coincidencia exacta,True
2023-06-26,PROV_004,ITEM_0043,P007703,12.0,1311.761667,17315.25,NAVE_006,REMOLCADOR,REPUESTOS MECANICOS,15741.140004,Diferencia material,True
2022-11-01,PROV_052,ITEM_0044,P003175,7.0,2435.29,17047.03,NAVE_011,BUQUE,REPUESTOS MECANICOS,17047.03,Coincidencia exacta,True
2023-11-20,PROV_053,ITEM_0045,P006633,1.0,17000.0,17000.0,NAVE_007,BUQUE,REPUESTOS MECANICOS,17000.0,Coincidencia exacta,False
2022-09-05,PROV_022,ITEM_0031,P004907,3.0,5660.98,16982.94,NAVE_008,BUQUE,REPUESTOS MECANICOS,16982.94,Coincidencia exacta,False
2024-02-20,PROV_054,ITEM_0000,PS00006,1.0,,16865.0,NAVE_005,REMOLCADORES,SERVICIOS DE MANTENIMIENTO,,No evaluable,True
2025-06-01,PROV_047,ITEM_0000,PS00006,1.0,,16728.5,NAVE_001,BUQUE,SERVICIOS DE MANTENIMIENTO,,No evaluable,True
2023-04-27,PROV_051,ITEM_0009,PS00012,1.0,16700.02004,16700.02,NAVE_011,BUQUE,SERVICIOS DE MANTENIMIENTO,16700.02004,Coincidencia exacta,True
2023-03-22,PROV_051,ITEM_0009,PS00012,1.0,16700.0,16700.0,NAVE_011,BUQUE,SERVICIOS DE MANTENIMIENTO,16700.0,Coincidencia exacta,True
2021-06-29,PROV_055,ITEM_0046,P005238,2.0,8320.0,16640.0,NAVE_002,BUQUE,REPUESTOS MECANICOS,16640.0,Coincidencia exacta,False
2023-07-21,PROV_023,ITEM_0000,PS00006,1.0,16640.0,16640.0,NAVE_008,BUQUE,SERVICIOS DE MANTENIMIENTO,16640.0,Coincidencia exacta,True
2022-01-05,PROV_009,ITEM_0000,PS00006,1.0,16532.63,16532.63,NAVE_005,REMOLCADOR,SERVICIOS DE MANTENIMIENTO,16532.63,Coincidencia exacta,True
2021-08-23,PROV_017,ITEM_0047,P004908,2.0,6900.0,16422.0,NAVE_001,BUQUE,REPUESTOS MECANICOS,13800.0,Diferencia material,True
2023-04-28,PROV_052,ITEM_0048,P006360,1.0,16000.0,16000.0,NAVE_011,BUQUE,REPUESTOS MECANICOS,16000.0,Coincidencia exacta,False
2024-09-18,PROV_056,ITEM_0000,PS00006,1.0,,16000.0,NAVE_008,BUQUE,SERVICIOS DE MANTENIMIENTO,,No evaluable,True
2023-03-08,PROV_019,ITEM_0049,PS00013,1.0,15980.0,15980.0,NAVE_001,BUQUE,SERVICIOS DE MANTENIMIENTO,15980.0,Coincidencia exacta,True
2021-11-05,PROV_057,ITEM_0000,PS00006,1.0,15900.0,15900.0,NAVE_008,BUQUE,SERVICIOS DE MANTENIMIENTO,15900.0,Coincidencia exacta,True
2022-01-05,PROV_009,ITEM_0000,PS00006,1.0,15811.1,15811.1,NAVE_005,REMOLCADOR,SERVICIOS DE MANTENIMIENTO,15811.1,Coincidencia exacta,True
2022-04-07,PROV_035,ITEM_0000,PS00006,1.0,15746.4,15746.4,NAVE_008,BUQUE,SERVICIOS DE MANTENIMIENTO,15746.4,Coincidencia exacta,True
2022-08-02,PROV_023,ITEM_0000,PS00006,1.0,15500.0,15500.0,NAVE_001,BUQUE,SERVICIOS DE MANTENIMIENTO,15500.0,Coincidencia exacta,True
2025-07-01,PROV_026,ITEM_0000,PS00006,1.0,,15500.0,NAVE_008,BUQUE,SERVICIOS DE MANTENIMIENTO,,No evaluable,True
2023-09-14,PROV_004,ITEM_0000,PS00006,1.0,14450.0,15461.5,NAVE_006,REMOLCADOR,SERVICIOS DE MANTENIMIENTO,14450.0,Diferencia material,True
2023-09-14,PROV_004,ITEM_0000,PS00006,1.0,14450.0,15461.5,NAVE_005,REMOLCADOR,SERVICIOS DE MANTENIMIENTO,14450.0,Diferencia material,True
2021-10-19,PROV_009,ITEM_0009,PS00012,1.0,15327.91,15327.91,NAVE_004,REMOLCADOR,SERVICIOS DE MANTENIMIENTO,15327.91,Coincidencia exacta,True
2025-05-01,PROV_012,ITEM_0050,305531,2.0,,15180.0,NAVE_009,REMOLCADOR,REPUESTOS MECANICOS,,No evaluable,True
2023-10-31,PROV_022,ITEM_0051,P005726,12.0,1260.88,15130.56,NAVE_007,BUQUE,FERRETERIA,15130.560000000001,Coincidencia exacta,False
2023-09-18,PROV_019,ITEM_0049,PS00013,1.0,15070.58,15070.58,NAVE_007,BUQUE,SERVICIOS DE MANTENIMIENTO,15070.58,Coincidencia exacta,True
2023-09-04,PROV_059,ITEM_0000,PS00006,1.0,15004.0,15004.0,NAVE_009,REMOLCADOR,SERVICIOS DE MANTENIMIENTO,15004.0,Coincidencia exacta,True
2023-05-09,PROV_060,ITEM_0000,PS00006,1.0,15000.0,15000.0,NAVE_008,BUQUE,SERVICIOS DE MANTENIMIENTO,15000.0,Coincidencia exacta,True
2023-05-21,PROV_061,ITEM_0000,PS00006,1.0,14950.0,14950.0,NAVE_008,BUQUE,SERVICIOS DE MANTENIMIENTO,14950.0,Coincidencia exacta,True
2022-11-01,PROV_052,ITEM_0052,P006630,1.0,14941.18,14941.18,NAVE_011,BUQUE,REPUESTOS MECANICOS,14941.18,Coincidencia exacta,False
2023-01-13,PROV_022,ITEM_0053,P005866,10.0,1492.65,14926.5,NAVE_007,BUQUE,REPUESTOS MECANICOS,14926.5,Coincidencia exacta,True
2025-06-01,PROV_062,ITEM_0000,PS00006,1.0,,14902.5,NAVE_001,BUQUE,SERVICIOS DE MANTENIMIENTO,,No evaluable,True
2021-08-06,PROV_025,ITEM_0054,P005221,4.0,313.0,14882.524,NAVE_001,BUQUE,REPUESTOS MECANICOS,1252.0,Posible error,False
2025-08-01,PROV_038,ITEM_0000,PS00006,1.0,,14850.0,NAVE_012,BUQUE,SERVICIOS DE MANTENIMIENTO,,No evaluable,True
2022-07-18,PROV_059,ITEM_0000,PS00006,1.0,14612.6,14612.6,NAVE_005,REMOLCADOR,SERVICIOS DE MANTENIMIENTO,14612.6,Coincidencia exacta,True
2023-11-16,PROV_010,ITEM_0055,P006619,1.0,14600.0,14600.0,NAVE_002,BUQUE,REPUESTOS MECANICOS,14600.0,Coincidencia exacta,True
2023-11-24,PROV_010,ITEM_0056,P005759,1.0,14600.0,14600.0,NAVE_002,BUQUE,REPUESTOS MECANICOS,14600.0,Coincidencia exacta,False
2021-04-15,PROV_017,ITEM_0057,P004750,1.0,14580.0,14580.0,NAVE_001,BUQUE,REPUESTOS MECANICOS,14580.0,Coincidencia exacta,False
